login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
johndpope,johndpope/2D-and-3D-face-alignment,2017-09-16T10:47:05Z,1,1,Lua,True,True,Other
johndpope,johndpope/2D-Motion-Retargeting,2020-05-21T10:40:16Z,1,1,,True,True,MIT License
johndpope,johndpope/2DASL,2019-04-24T11:48:33Z,1,1,MATLAB,True,True,MIT License
johndpope,johndpope/2D_3D_PolarFourierTransform,2018-08-13T03:26:08Z,1,1,Matlab,True,True,MIT License
johndpope,johndpope/2K2K,2024-09-25T16:55:03Z,0,0,,True,True,Other
johndpope,johndpope/2xImageResolution,2017-10-03T08:03:39Z,1,1,R,True,True,
johndpope,johndpope/3-DOF-angle-estimation-based-IMUs,2020-05-21T10:30:29Z,1,1,,True,True,
johndpope,johndpope/3004GroupProject,2018-03-07T19:38:00Z,1,1,Swift,True,True,
johndpope,johndpope/30DaysOfCoreML,2019-05-30T00:13:43Z,1,1,Swift,True,True,MIT License
johndpope,johndpope/360monodepth,2023-01-16T03:50:52Z,1,1,,True,True,MIT License
johndpope,johndpope/3D-Deepbox,2017-10-03T14:07:30Z,1,1,Python,True,True,
johndpope,johndpope/3d-engine-rust,2020-08-10T16:00:20Z,1,1,,True,True,
johndpope,johndpope/3d-ken-burns,2019-11-19T21:25:15Z,1,1,,True,True,Other
johndpope,johndpope/3D-Model-Viewer,2016-12-02T00:38:34Z,1,1,Makefile,True,True,
johndpope,johndpope/3D-point-capsule-networks,2019-07-10T18:59:46Z,2,2,Python,True,True,
johndpope,johndpope/3D-PRNN,2017-11-30T20:01:21Z,1,1,Lua,True,True,
djnavarro,djnavarro/2017-unsw-psych-women,2021-07-30T06:50:36Z,1,1,,True,True,
djnavarro,djnavarro/2018-unsw-psych-women,2021-02-02T04:53:30Z,0,0,R,True,True,
djnavarro,djnavarro/2019-unsw-psych-women,2021-02-02T05:15:43Z,0,0,CSS,True,True,
djnavarro,djnavarro/2020-unsw-psych-women,2021-02-02T05:35:04Z,0,0,HTML,True,True,
djnavarro,djnavarro/2021-unsw-psych-women,2021-02-02T06:27:24Z,0,0,SCSS,True,True,
djnavarro,djnavarro/ampc2020,2019-11-28T05:11:24Z,0,0,HTML,True,True,
djnavarro,djnavarro/arch-r,2022-12-31T12:33:37Z,0,0,Dockerfile,True,True,GNU General Public License v3.0
djnavarro,djnavarro/arrow,2022-01-11T23:33:42Z,1,1,C++,True,False,Apache License 2.0
djnavarro,djnavarro/arrow-gif,2022-02-16T04:34:53Z,0,0,R,True,True,
djnavarro,djnavarro/arrow-hexes,2022-02-02T08:54:30Z,1,1,R,True,True,
djnavarro,djnavarro/arrow-nyc-taxi-scatter,2022-08-10T09:22:16Z,10,10,R,True,True,Creative Commons Attribution 4.0 International
djnavarro,djnavarro/arrow-site,2022-02-11T02:32:58Z,0,0,Python,True,False,
djnavarro,djnavarro/arrow-user2022,2022-06-19T05:30:30Z,45,45,HTML,True,True,Creative Commons Attribution 4.0 International
djnavarro,djnavarro/arrow-visual-identity,2022-02-04T00:47:59Z,1,1,R,True,True,
djnavarro,djnavarro/art,2021-08-22T06:28:37Z,0,0,R,True,True,
djnavarro,djnavarro/art-from-code,2022-07-31T21:57:21Z,3,3,HTML,True,True,Creative Commons Attribution Share Alike 4.0 International
djnavarro,djnavarro/art-template,2021-02-11T07:33:54Z,2,2,R,True,True,
djnavarro,djnavarro/arttools,2023-07-19T23:21:02Z,6,6,R,True,True,Other
djnavarro,djnavarro/asciify,2018-11-15T23:20:48Z,34,34,HTML,True,True,Other
djnavarro,djnavarro/ashtree,2020-04-16T06:33:14Z,7,7,R,True,True,
djnavarro,djnavarro/awesome-rladies-blogs,2021-11-16T07:55:39Z,0,0,,True,True,Creative Commons Zero v1.0 Universal
djnavarro,djnavarro/bayes-factor-essay,2020-12-07T06:44:27Z,2,2,TeX,True,True,
djnavarro,djnavarro/bilibili,2021-04-06T05:07:52Z,0,0,,True,True,
djnavarro,djnavarro/blankex,2017-08-26T08:11:39Z,12,12,JavaScript,True,True,
djnavarro,djnavarro/blankshiny,2018-02-25T04:34:21Z,5,5,R,True,True,
djnavarro,djnavarro/blog,2024-03-04T10:23:59Z,9,9,JavaScript,True,True,
djnavarro,djnavarro/brownianbridge,2018-12-27T04:59:21Z,15,15,R,True,True,
djnavarro,djnavarro/bs4cards,2021-03-27T00:34:30Z,45,45,HTML,True,True,Other
djnavarro,djnavarro/caladesite,2020-07-17T06:33:55Z,0,0,HTML,True,True,
djnavarro,djnavarro/caladown,2019-04-14T06:37:51Z,26,26,R,True,True,Other
JayZeeDesign,JayZeeDesign/bdr-agent-backup,2024-02-08T04:17:01Z,5,5,Python,True,False,
JayZeeDesign,JayZeeDesign/Discord-AI-Chatbot,2023-09-18T12:43:48Z,92,92,HTML,True,True,GNU Affero General Public License v3.0
JayZeeDesign,JayZeeDesign/emoji-generator-cursor,2024-09-07T11:43:08Z,1,1,TypeScript,True,False,
JayZeeDesign,JayZeeDesign/gmail-gpt,2023-06-18T01:51:05Z,44,44,Python,True,False,
JayZeeDesign,JayZeeDesign/gpt-data-extraction,2023-08-03T07:37:16Z,68,68,Python,True,False,
JayZeeDesign,JayZeeDesign/gpt-function-calling-tutorial,2023-06-14T23:07:17Z,80,80,Python,True,False,
JayZeeDesign,JayZeeDesign/inbox-manager-agent,2023-11-02T11:32:11Z,211,211,Python,True,True,
JayZeeDesign,JayZeeDesign/JayZeeDesign,2021-12-28T11:44:41Z,4,4,,True,False,
JayZeeDesign,JayZeeDesign/knowledge-retrieval-with-imgs,2023-08-14T06:37:39Z,40,40,Python,True,True,
JayZeeDesign,JayZeeDesign/Knowledgebase-embedding,2023-08-03T07:05:49Z,114,114,Python,True,True,
JayZeeDesign,JayZeeDesign/langchain-ui,2023-04-12T06:15:11Z,11,11,,True,True,MIT License
JayZeeDesign,JayZeeDesign/microsoft-autogen-experiments,2023-10-03T13:20:48Z,208,208,Python,True,True,
JayZeeDesign,JayZeeDesign/openai-experiments,2023-11-07T14:14:48Z,97,97,Python,True,True,
JayZeeDesign,JayZeeDesign/pdf-loader,2023-08-27T23:08:18Z,5,5,Python,True,True,
JayZeeDesign,JayZeeDesign/prompt-guidance-tutorial,2023-08-29T12:39:52Z,54,54,Jupyter Notebook,True,True,
JayZeeDesign,JayZeeDesign/realtime-conversation-copilot,2024-02-27T09:53:42Z,87,87,HTML,True,False,
JayZeeDesign,JayZeeDesign/reddit-replydude,2024-03-18T02:21:54Z,15,15,Python,True,True,
JayZeeDesign,JayZeeDesign/reddit-test,2024-10-14T12:39:43Z,2,2,TypeScript,True,True,
JayZeeDesign,JayZeeDesign/research-agents-3.0,2023-11-29T11:50:04Z,417,417,Python,True,True,
JayZeeDesign,JayZeeDesign/researcher-gpt,2023-07-10T03:02:55Z,450,450,Python,True,False,
JayZeeDesign,JayZeeDesign/Scrape-anything---Web-AI-agent,2023-12-03T05:35:58Z,306,306,JavaScript,True,True,
JayZeeDesign,JayZeeDesign/sql-agent,2024-07-22T12:01:55Z,16,16,Jupyter Notebook,True,True,
JayZeeDesign,JayZeeDesign/test,2023-05-16T05:51:30Z,5,5,Python,True,True,MIT License
JayZeeDesign,JayZeeDesign/universal-web-scraper,2024-02-16T22:08:39Z,44,44,Python,True,True,
JayZeeDesign,JayZeeDesign/vision-agent-with-llava,2023-10-16T12:31:30Z,69,69,Python,True,True,
tamim,tamim/2048,2014-05-06T11:59:31Z,0,0,CSS,True,True,MIT License
tamim,tamim/codinginterviewbook,2019-08-10T03:36:22Z,100,100,Python,True,True,
tamim,tamim/coursera,2020-03-09T02:47:22Z,3,3,Jupyter Notebook,True,True,
tamim,tamim/Coursera_Capstone,2020-03-06T14:15:17Z,2,2,Jupyter Notebook,True,True,
tamim,tamim/cpbook2,2016-07-07T11:05:11Z,4,4,C,True,True,Creative Commons Zero v1.0 Universal
tamim,tamim/google-maps-services-go,2016-08-18T14:09:22Z,0,0,Go,True,True,Apache License 2.0
tamim,tamim/hot-languages,2014-12-12T07:52:41Z,6,6,Python,True,True,GNU General Public License v2.0
tamim,tamim/intro_ds_algo_py,2017-10-29T02:40:45Z,78,78,Python,True,True,
tamim,tamim/mixpanel-export-py-client,2015-04-09T11:43:06Z,0,0,Python,True,True,Apache License 2.0
tamim,tamim/practice,2017-01-26T10:29:50Z,0,0,Python,True,True,
tamim,tamim/pycon-edu-sg-2020,2020-05-26T04:38:34Z,1,1,Python,True,True,
tamim,tamim/validate_email,2015-02-25T05:40:15Z,1,1,Python,True,True,Other
dformoso,dformoso/data-science-on-gke,2018-10-17T02:29:39Z,4,4,Jupyter Notebook,True,True,Apache License 2.0
dformoso,dformoso/deeplearning-mindmap,2017-08-18T03:24:56Z,1656,1656,,True,True,Apache License 2.0
dformoso,dformoso/linux-admin,2017-08-29T05:58:18Z,142,142,,True,True,
dformoso,dformoso/machine-learning-mindmap,2017-08-10T04:29:24Z,6119,6119,,True,True,Apache License 2.0
dformoso,dformoso/sklearn-classification,2017-08-12T05:05:33Z,690,690,Jupyter Notebook,True,True,GNU General Public License v3.0
dformoso,dformoso/wallaby,2020-07-28T10:22:54Z,0,0,Jupyter Notebook,True,True,Other
domesticmouse,domesticmouse/2048,2023-05-17T00:45:07Z,0,0,Dart,True,True,MIT License
domesticmouse,domesticmouse/acwj,2020-01-08T03:27:55Z,0,0,C,True,True,GNU General Public License v3.0
domesticmouse,domesticmouse/algo,2020-01-07T02:51:46Z,1,1,Go,True,True,MIT License
domesticmouse,domesticmouse/analysis_server_lib,2021-02-02T21:07:53Z,0,0,HTML,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/android-samples,2016-02-29T23:17:57Z,0,0,Java,True,True,Apache License 2.0
domesticmouse,domesticmouse/android-testing,2015-10-26T09:59:04Z,0,0,Java,True,True,Apache License 2.0
domesticmouse,domesticmouse/Aniflix-Flutter,2022-03-07T03:19:28Z,0,0,Dart,True,True,MIT License
domesticmouse,domesticmouse/antlr4,2022-04-14T08:15:52Z,0,0,Java,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/apidash,2024-09-16T14:44:45Z,1,1,,True,False,Apache License 2.0
domesticmouse,domesticmouse/apollovm_dart,2021-11-08T03:21:26Z,0,0,,True,True,Apache License 2.0
domesticmouse,domesticmouse/appengine,2019-10-15T21:06:35Z,0,0,Dart,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/appengine-custom-runtimes-samples,2019-01-29T04:45:35Z,0,0,Dockerfile,True,True,Apache License 2.0
domesticmouse,domesticmouse/appengine_samples,2019-06-04T02:22:54Z,0,0,Dart,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/atom,2015-10-16T10:56:07Z,0,0,CoffeeScript,True,False,MIT License
domesticmouse,domesticmouse/awesome-courses,2021-04-19T03:33:55Z,0,0,,True,False,
domesticmouse,domesticmouse/awesome-flame,2023-12-07T21:15:19Z,0,0,,True,True,Creative Commons Zero v1.0 Universal
domesticmouse,domesticmouse/awesome-flutter,2019-03-10T04:53:34Z,1,1,Dart,True,False,
domesticmouse,domesticmouse/awesome_ripple_animation,2022-09-20T02:09:30Z,0,0,Dart,True,True,MIT License
domesticmouse,domesticmouse/background-notification-sample,2013-10-18T02:11:02Z,0,0,Objective-C,True,True,Apache License 2.0
domesticmouse,domesticmouse/basic_text_field,2022-03-10T21:49:41Z,0,0,,True,True,
domesticmouse,domesticmouse/bazel_worker,2019-10-15T03:58:59Z,0,0,Dart,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/beam,2023-07-19T22:23:46Z,1,1,,True,False,Apache License 2.0
domesticmouse,domesticmouse/bfg,2022-03-07T02:44:06Z,0,0,Dart,True,True,MIT License
domesticmouse,domesticmouse/biblioteca_release_1,2015-12-17T01:34:41Z,0,0,Java,True,True,Apache License 2.0
domesticmouse,domesticmouse/bigboy,2020-07-27T04:29:16Z,0,0,,True,True,MIT License
domesticmouse,domesticmouse/blogger-with-dart,2012-03-19T09:51:20Z,6,6,Dart,True,True,
domesticmouse,domesticmouse/bonfire-engine.github.io,2023-10-16T22:09:31Z,0,0,,True,True,
domesticmouse,domesticmouse/bounce_tap,2023-02-21T06:50:51Z,0,0,,True,True,MIT License
domesticmouse,domesticmouse/btree,2022-03-02T22:12:39Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
domesticmouse,domesticmouse/build,2023-10-18T01:50:38Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hugobowne,hugobowne/2016-07-12-swcarpentry-workshop,2016-07-12T16:34:49Z,0,0,,True,True,
hugobowne,hugobowne/AI-for-SWEs,2024-10-07T10:51:07Z,1,1,Python,True,True,MIT License
hugobowne,hugobowne/alt-splice-quantification,2015-04-22T20:05:23Z,0,0,R,True,True,
hugobowne,hugobowne/bayesian-stats-simulation-tutorial,2019-04-26T20:58:01Z,16,16,Jupyter Notebook,True,True,MIT License
hugobowne,hugobowne/bio-headshot,2022-03-20T01:52:18Z,1,1,,True,True,The Unlicense
hugobowne,hugobowne/cloud-scanner,2019-05-03T15:28:52Z,0,0,Python,True,True,MIT License
hugobowne,hugobowne/course-v3,2019-07-26T15:12:09Z,1,1,Jupyter Notebook,True,True,Apache License 2.0
hugobowne,hugobowne/courses-intro-to-r,2017-06-08T16:40:17Z,2,2,R,True,True,
hugobowne,hugobowne/courses-tidy-data-in-python,2016-07-01T17:15:49Z,2,2,Jupyter Notebook,True,True,
hugobowne,hugobowne/COVID-19-EDA-tutorial,2020-06-11T06:31:08Z,8,8,,True,True,MIT License
hugobowne,hugobowne/data-carpentry-r-ecology-lesson-datacamp,2017-03-30T12:36:31Z,0,0,,True,True,
hugobowne,hugobowne/data-testing-tutorial,2017-05-12T15:30:50Z,3,3,Jupyter Notebook,True,True,MIT License
hugobowne,hugobowne/datashader,2016-02-09T19:30:12Z,0,0,Python,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hugobowne,hugobowne/deep-learning-from-scratch-pytorch,2020-04-19T02:06:01Z,113,113,Jupyter Notebook,True,True,MIT License
hugobowne,hugobowne/docusaurus,2022-06-02T05:19:21Z,0,0,,True,False,MIT License
hugobowne,hugobowne/first-multimodal-genAI-app,2024-08-03T02:14:07Z,8,8,Jupyter Notebook,True,True,MIT License
hugobowne,hugobowne/full-stack-ml-metaflow-corise-week-2,2023-05-02T00:07:23Z,3,3,Jupyter Notebook,True,False,
hugobowne,hugobowne/full-stack-ml-metaflow-corise-week-3,2023-11-01T00:42:28Z,0,0,,True,False,
hugobowne,hugobowne/full-stack-ml-metaflow-corise-week-4,2023-11-08T01:29:31Z,0,0,,True,False,
hugobowne,hugobowne/gdelt_download,2014-04-15T18:15:30Z,0,0,Python,True,True,
hugobowne,hugobowne/hugo-blog,2024-03-24T18:31:57Z,0,0,HTML,True,True,
hugobowne,hugobowne/hugobowne.github.io,2015-11-12T06:41:27Z,2,2,HTML,True,True,Apache License 2.0
hugobowne,hugobowne/investa_gator_v2,2015-08-28T03:23:15Z,0,0,CSS,True,True,
hugobowne,hugobowne/keras-io,2022-02-17T01:00:54Z,0,0,,True,True,Apache License 2.0
hugobowne,hugobowne/machine-learning-in-r,2018-05-23T05:50:36Z,1,1,HTML,True,True,MIT License
hugobowne,hugobowne/machine-learning-r,2018-06-21T14:48:30Z,4,4,Python,True,True,Other
hugobowne,hugobowne/machine_learning_techniques,2014-04-26T21:26:52Z,30,30,Jupyter Notebook,True,True,
hugobowne,hugobowne/malone_OpenDataSciCon,2015-11-15T23:48:57Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
hugobowne,hugobowne/Network-Analysis-Made-Simple,2016-06-28T13:57:02Z,4,4,Jupyter Notebook,True,True,MIT License
hugobowne,hugobowne/noworkflow,2015-11-19T20:46:51Z,0,0,Python,True,True,MIT License
stevemao,stevemao/0126af95c0e2d9b0a7c78738c4c00a860b04acc8,2015-10-27T22:26:33Z,12,12,JavaScript,True,True,MIT License
stevemao,stevemao/2048,2014-05-16T00:54:06Z,1,1,CSS,True,True,MIT License
stevemao,stevemao/3015_fall_13,2019-12-20T04:17:34Z,0,0,TeX,True,True,
stevemao,stevemao/3d-game-shaders-for-beginners,2020-03-09T22:39:30Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
stevemao,stevemao/a-test-repo,2016-03-02T09:03:23Z,1,1,JavaScript,True,True,
stevemao,stevemao/aeson,2024-06-04T13:24:06Z,0,0,,True,False,Other
stevemao,stevemao/agri-digital,2018-08-02T08:58:10Z,1,1,JavaScript,True,True,
stevemao,stevemao/ama,2015-07-09T03:50:44Z,1,1,,True,True,
stevemao,stevemao/amazonka,2022-06-15T08:21:37Z,1,1,,True,False,Other
stevemao,stevemao/angular,2015-08-03T13:21:16Z,1,1,TypeScript,True,True,Apache License 2.0
stevemao,stevemao/angular-dynamic-attrs-directive,2015-11-11T06:55:52Z,1,1,JavaScript,True,True,
stevemao,stevemao/angular-hint,2014-11-06T04:47:28Z,1,1,,True,False,
stevemao,stevemao/angular-ical,2015-05-13T07:27:13Z,3,3,JavaScript,True,True,
stevemao,stevemao/angular-loading,2015-04-20T00:22:49Z,1,1,HTML,True,True,MIT License
stevemao,stevemao/angular-markdown-directive,2014-09-22T03:30:09Z,1,1,JavaScript,True,True,
stevemao,stevemao/angular-PapaParse,2015-05-13T01:38:11Z,11,11,JavaScript,True,True,
stevemao,stevemao/angular.js,2015-03-01T07:10:58Z,1,1,JavaScript,True,True,MIT License
stevemao,stevemao/append-loader,2017-05-30T06:49:41Z,1,1,JavaScript,True,True,
stevemao,stevemao/applied-fp-course,2019-12-02T04:08:55Z,0,0,Haskell,True,True,Other
stevemao,stevemao/array-ify,2015-06-14T23:21:56Z,5,5,JavaScript,True,True,MIT License
stevemao,stevemao/array-includes-all-elements-in-array,2017-11-27T06:59:40Z,1,1,JavaScript,True,True,
stevemao,stevemao/array-includes-one-element-in-array,2017-11-27T06:54:29Z,1,1,JavaScript,True,True,
stevemao,stevemao/array-union,2016-07-09T09:44:15Z,1,1,JavaScript,True,False,MIT License
stevemao,stevemao/ascii-morph,2016-11-16T22:11:33Z,1,1,JavaScript,True,True,MIT License
stevemao,stevemao/assemble.io,2016-07-02T10:30:45Z,1,1,CSS,True,True,Other
stevemao,stevemao/atari-ai,2016-05-30T11:11:24Z,1,1,,True,True,
stevemao,stevemao/atom-wordcount,2015-08-11T00:12:00Z,1,1,CoffeeScript,True,True,MIT License
stevemao,stevemao/atomlinter.github.io,2015-08-06T00:48:55Z,1,1,JavaScript,True,True,Apache License 2.0
stevemao,stevemao/australia-postcodes,2016-01-28T04:02:31Z,1,1,,True,True,
stevemao,stevemao/autobind-decorator,2016-09-20T07:34:36Z,2,2,JavaScript,True,True,
kaloraat,kaloraat/become-a-master-of-javascript,2018-01-20T11:32:24Z,0,0,HTML,True,True,
kaloraat,kaloraat/bootstrap,2023-06-12T16:53:05Z,0,0,HTML,True,True,
kaloraat,kaloraat/ecommerce,2019-06-15T03:25:29Z,7,7,JavaScript,True,True,
kaloraat,kaloraat/ecommerce-front,2019-06-15T03:28:39Z,12,12,JavaScript,True,True,
kaloraat,kaloraat/graphql-react-node,2020-05-22T11:27:42Z,13,13,JavaScript,True,True,
kaloraat,kaloraat/htmlcssbootstrap,2023-04-14T00:55:02Z,0,0,HTML,True,True,
kaloraat,kaloraat/kaloraat,2021-12-31T04:41:19Z,6,6,JavaScript,True,True,
kaloraat,kaloraat/larablog,2018-03-10T03:15:55Z,11,11,PHP,True,True,
kaloraat,kaloraat/laravel-blog-udemy,2017-01-09T11:07:54Z,5,5,,True,True,
kaloraat,kaloraat/laravel-nuxt-udemy,2018-10-26T21:46:27Z,11,11,,True,True,
kaloraat,kaloraat/laravel-react,2018-04-10T13:36:50Z,12,12,PHP,True,True,
kaloraat,kaloraat/laravel-react-crud,2018-04-22T06:27:12Z,16,16,PHP,True,True,
kaloraat,kaloraat/laravel_nuxt,2018-12-07T13:47:33Z,26,26,PHP,True,True,
kaloraat,kaloraat/mern-auth-bundle,2019-11-04T10:23:05Z,49,49,JavaScript,True,True,
kaloraat,kaloraat/mern-auth-client,2019-11-03T04:06:52Z,17,17,JavaScript,True,True,
kaloraat,kaloraat/mern-bootcamp,2021-08-16T12:27:49Z,22,22,JavaScript,True,True,
kaloraat,kaloraat/mern-client,2022-03-17T00:39:32Z,5,5,CSS,True,True,
kaloraat,kaloraat/mern-server,2022-03-17T00:31:58Z,3,3,JavaScript,True,True,
kaloraat,kaloraat/mern-stack-chat-client,2021-11-20T15:36:50Z,4,4,JavaScript,True,True,
kaloraat,kaloraat/mern-stack-chat-server,2021-11-20T15:29:29Z,0,0,JavaScript,True,True,
kaloraat,kaloraat/merncms-code1,2022-04-05T04:01:40Z,5,5,CSS,True,True,
kaloraat,kaloraat/merncms-code2,2022-05-19T00:19:18Z,1,1,CSS,True,True,
kaloraat,kaloraat/merncms-code3,2022-05-19T00:26:55Z,5,5,CSS,True,True,
kaloraat,kaloraat/metn-auth-api,2019-11-03T04:04:48Z,19,19,JavaScript,True,True,
kaloraat,kaloraat/newsoftheday,2018-01-05T00:42:39Z,0,0,HTML,True,True,
kaloraat,kaloraat/next-static,2019-03-13T11:49:14Z,0,0,JavaScript,True,True,
kaloraat,kaloraat/nexthooks,2019-03-21T11:47:00Z,9,9,JavaScript,True,True,
kaloraat,kaloraat/nextjs-firebase-auth,2020-12-26T21:16:04Z,8,8,,True,True,
kaloraat,kaloraat/node-aws-test,2019-12-03T02:07:32Z,1,1,JavaScript,True,True,
kaloraat,kaloraat/node-cloudinary-sendgrid-server,2019-12-14T13:57:47Z,5,5,JavaScript,True,True,
iann0036,iann0036/.github,2022-05-18T13:05:49Z,0,0,,True,True,
iann0036,iann0036/actions2aws,2021-02-28T04:58:32Z,1,1,Go,True,True,MIT License
iann0036,iann0036/advisory-database,2024-02-15T01:20:54Z,0,0,,True,False,Creative Commons Attribution 4.0 International
iann0036,iann0036/airjargon,2021-09-26T08:15:07Z,1,1,HTML,True,True,MIT License
iann0036,iann0036/amazon-connect-cfn,2019-05-07T12:21:17Z,35,35,JavaScript,False,False,MIT License
iann0036,iann0036/amazon-kinesis-video-streams-producer-sdk-cpp,2017-12-17T04:36:00Z,0,0,C++,True,False,Other
iann0036,iann0036/aurora-activity-streams-sechub,2019-06-04T13:40:19Z,5,5,Python,False,False,MIT License
iann0036,iann0036/auto-capacity-reservations,2020-01-28T08:33:54Z,14,14,Python,True,True,MIT License
iann0036,iann0036/aws-account-controller,2019-05-15T10:37:56Z,344,344,JavaScript,True,True,MIT License
iann0036,iann0036/aws-bill-export,2020-04-19T00:22:48Z,59,59,JavaScript,True,True,MIT License
iann0036,iann0036/aws-cfnreturns,2017-11-12T07:30:00Z,0,0,Python,True,True,MIT License
iann0036,iann0036/aws-cloud9-user-guide,2018-06-26T11:09:48Z,0,0,Python,True,False,Other
iann0036,iann0036/aws-cloudformation-coverage-roadmap,2019-07-31T05:45:51Z,0,0,,True,False,Creative Commons Attribution Share Alike 4.0 International
iann0036,iann0036/aws-cloudformation-resource-providers-codeartifact,2020-08-02T00:17:22Z,0,0,,True,True,Apache License 2.0
iann0036,iann0036/aws-cloudformation-resource-providers-ses,2020-01-16T06:04:31Z,0,0,Java,True,False,Apache License 2.0
iann0036,iann0036/aws-cloudformation-resource-schema,2020-01-22T21:40:39Z,0,0,,True,False,Apache License 2.0
iann0036,iann0036/aws-cloudformation-rpdk-go-plugin,2019-11-19T23:28:57Z,0,0,Go,True,False,Apache License 2.0
iann0036,iann0036/aws-cloudformation-user-guide,2018-03-13T23:44:16Z,0,0,,True,False,Other
iann0036,iann0036/aws-erd,2018-02-06T12:38:34Z,9,9,JavaScript,True,True,
iann0036,iann0036/aws-id3-timed-metadata-with-elemental,2021-07-25T14:29:28Z,0,0,JavaScript,False,False,MIT License
iann0036,iann0036/aws-lambda-runtime-interface-emulator,2023-08-03T01:58:17Z,0,0,,True,False,Apache License 2.0
iann0036,iann0036/aws-leastprivilege,2019-12-18T00:26:30Z,110,110,Python,True,True,MIT License
iann0036,iann0036/aws-pagination-rules,2019-10-16T22:50:11Z,66,66,,True,True,MIT License
iann0036,iann0036/aws-sdk-go-v2,2024-10-29T07:00:20Z,0,0,,True,False,Apache License 2.0
iann0036,iann0036/aws-sdk-serviceworker,2022-01-06T06:15:12Z,3,3,JavaScript,True,False,Apache License 2.0
iann0036,iann0036/AWS-things,2019-09-05T00:15:29Z,1,1,,True,True,
iann0036,iann0036/aws-xray-sdk-go,2022-06-17T08:32:47Z,0,0,Go,True,False,Apache License 2.0
iann0036,iann0036/aws.permissions.cloud,2021-05-22T10:58:46Z,88,88,JavaScript,False,False,MIT License
iann0036,iann0036/AWSConsoleRecorder,2018-10-02T00:40:14Z,1426,1426,CSS,False,False,MIT License
iann0036,iann0036/AWSConsoleRecorderGenerator,2018-10-03T10:20:45Z,101,101,JavaScript,True,True,
